"PhraseID","EN","PT-BR"
"QID158_Choice1","Extremely helpful","Extremamente útil"
"QID158_Choice2","Very helpful","Muito útil"
"QID158_Choice3","Moderately helpful","Moderadamente útil"
"QID158_Choice4","Somewhat helpful","Um pouco útil"
"QID158_Choice5","Not helpful at all","Não ajuda em nada"
"QID89_QuestionText","Have you acted as a mentor/coach for other educators or trainees?","Você já atuou como mentor/coach para outros educadores ou estagiários?"
"QID89_Choice1","Yes","Sim"
"QID89_Choice2","No","Não"
"QID90_QuestionText","Which topics were covered in your professional development <b>since September 2022</b>?<br><i>Check all that apply.</i>","Quais tópicos foram abordados em seu desenvolvimento profissional <b>desde setembro de 2022</b>?<br><i>Marque todas as opções aplicáveis.</i>"
"QID90_Choice1","Art, music, and movement","Arte, música e movimento"
"QID90_Choice2","Behavior management","Gerenciamento de comportamento"
"QID90_Choice3","Center or school compliance, regulations, or reporting (including health and safety)","Conformidade, regulamentos ou relatórios do centro ou da escola (incluindo saúde e segurança)"
"QID90_Choice4","Curricular or pedagogical approaches (e.g., Montessori, Reggio Emilia)","Abordagens curriculares ou pedagógicas (por exemplo, Montessori, Reggio Emilia)"
"QID90_Choice5","Diversity, equity, and inclusion","Diversidade, igualdade e inclusão"
"QID90_Choice6","Literacy and language instruction","Alfabetização e ensino de idiomas"
"QID90_Choice7","Mathematics instruction","Ensino de matemática"
"QID90_Choice8","Observation and assessment ","Observação e avaliação"
"QID90_Choice9","Partnering with children's families","Parceria com as famílias das crianças"
"QID90_Choice10","Program leadership (e.g., managing staff, business practices)","Liderança do programa (por exemplo, gerenciamento de equipe, práticas comerciais)"
"QID90_Choice11","Science instruction","Ensino de ciências"
"QID90_Choice12","Social and emotional learning","Aprendizagem social e emocional"
"QID90_Choice13","Using technology in your program","Uso da tecnologia em seu programa"
"QID90_Choice14","Working with English language learners","Trabalho com alunos de Inglês"
"QID90_Choice15","Working with students with disabilities (e.g. developmental delays, sensory integration challenges, and other special learning needs)","Trabalhar com alunos com deficiências (por exemplo, atrasos no desenvolvimento, desafios de integração sensorial e outras necessidades especiais de aprendizagem)"
"QID159_QuestionText","Was there a particular PD experience that positively impacted your practice? If so, can you describe what about it was useful?","Houve alguma experiência específica de DP que teve um impacto positivo em sua prática? Em caso afirmativo, você pode descrever o que foi útil?"
"QID91_QuestionText","Which topics would you most <b>like to receive</b> more professional development on?<br><i>Please select <b>three</b> topics.</i>","Em quais tópicos você mais <b>gostaria de receber</b> mais desenvolvimento profissional?<br><i>Por favor, selecione <b>três</b> tópicos.</i>"
"QID91_Choice1","Art, music, and movement","Arte, música e movimento"
"QID91_Choice2","Behavior management","Gerenciamento de comportamento"
"QID91_Choice3","Center or school compliance, regulations, or reporting (including health and safety)","Conformidade, regulamentos ou relatórios do centro ou da escola (incluindo saúde e segurança)"
"QID91_Choice4","Curricular or pedagogical approaches (e.g., Montessori, Reggio Emilia)","Abordagens curriculares ou pedagógicas (por exemplo, Montessori, Reggio Emilia)"
"QID91_Choice5","Diversity, equity, and inclusion","Diversidade, igualdade e inclusão"
"QID91_Choice6","Literacy and language instruction","Alfabetização e ensino de idiomas"
"QID91_Choice7","Mathematics instruction","Ensino de matemática"
"QID91_Choice8","Observation and assessment ","Observação e avaliação"
"QID91_Choice9","Partnering with children's families","Parceria com as famílias das crianças"
"QID91_Choice10","Program leadership (e.g., managing staff, business practices)","Liderança do programa (por exemplo, gerenciamento de equipe, práticas comerciais)"
"QID91_Choice11","Science instruction","Ensino de ciências"
"QID91_Choice12","Social and emotional learning","Aprendizagem social e emocional"
"QID91_Choice13","Using technology in your program","Uso da tecnologia em seu programa"
"QID91_Choice14","Working with English language learners","Trabalho com alunos de Inglês"
"QID91_Choice15","Working with students with disabilities (e.g. developmental delays, sensory integration challenges, and other special learning needs)","Trabalhar com alunos com deficiências (por exemplo, atrasos no desenvolvimento, desafios de integração sensorial e outras necessidades especiais de aprendizagem)"
"QID92_QuestionText","Please indicate the <b>primary way</b> that you learned of professional development opportunities since September 2021.<br>","Por favor, indique a <b>principal forma</b> pela qual você tomou conhecimento das oportunidades de desenvolvimento profissional desde setembro de 2021.<br>"
"QID92_Choice1","They were required by my program","Eles foram exigidos pelo meu programa"
"QID92_Choice6","From the Department of Early Education and Care","Do  Department of Early Education and Care"
"QID92_Choice2","The administrator of my program suggested them","O administrador de meu programa os sugeriu"
"QID92_Choice3","Another colleague (e.g., another teacher) at my program suggested them","Outro colega (por exemplo, outro professor) em meu programa os sugeriu"
"QID92_Choice4","I found them on my own","Eu os encontrei por conta própria"
"QID92_Choice5","Other, please explain:","Outro, favor explicar:"
"QID160_QuestionText","In general, do you prefer professional development options that are offered virtually or in person?","Em geral, você prefere opções de desenvolvimento profissional que sejam oferecidas virtualmente ou pessoalmente?"
"QID160_Choice1","Virtual","Virtual"
"QID160_Choice2","In person","Pessoalmente"
"QID160_Choice3","It depends","Depende"
"QID93_QuestionText","How often has another adult (e.g., center director, instructional coach, a mentor) observed in your classroom and provided feedback in the last 12 months?","Com que frequência outro adulto (por exemplo, diretor do centro, instrutor, um mentor) observou sua sala de aula e forneceu feedback nos últimos 12 meses?"
"QID93_Choice1","Once a week or more","Uma vez por semana ou mais"
"QID93_Choice2","Multiple times a month","Várias vezes por mês"
"QID93_Choice3","Once a month","Uma vez por mês"
"QID93_Choice4","A few times a year","Algumas vezes por ano"
"QID93_Choice5","Once a year","Uma vez por ano"
"QID93_Choice6","As needed","Conforme necessário"
"QID93_Choice7","Never","Nunca"
"QID161_QuestionText","Is this your first year working at your current early education program?","Este é seu primeiro ano de trabalho em seu atual programa de educação infantil?"
"QID161_Choice1","Yes, I started working at my current early education program this year","Sim, comecei a trabalhar em meu atual programa de educação infantil este ano"
"QID161_Choice2","No, I have been working in my current early education program for at least 1 year","Não, estou trabalhando em meu programa atual de educação infantil há pelo menos um ano"
"QID99_QuestionText","How many years have you worked in your <b>current </b>early education program? <br><i>Please type number.</i>","Há quantos anos você trabalha no seu <b>atual programa de educação infantil </b>? <br><i>Digite o número.</i>"
"QID100_QuestionText","How many years <b>total</b> have you worked in the field of early education? <br><i>Please type number</i>","Há quantos anos <b>no total</b> você trabalha na área de educação infantil? <br><i>Digite o número</i>"
"QID95_QuestionText","What is the <b>highest</b> grade or year of schooling that you have completed?<br><i>Check one</i><br>","Qual é a <b>maior</b> série ou ano de escolaridade que você concluiu?<br><i>Marque uma</i><br>"
"QID95_Choice1","12th grade or below (no high school diploma)","12ª série ou menos (sem diploma do ensino médio)"
"QID95_Choice2","High school diploma/GED","Diploma de ensino médio/GED (Certificado de equivalência)"
"QID95_Choice3","Vocational/technical program after high school","Programa vocacional/técnico após o ensino médio"
"QID95_Choice4","Some college (no college degree)","Grau Superior incompleto (sem diploma universitário)"
"QID95_Choice5","Associate's degree (2 year degree)","Diploma de associado (2 anos)"
"QID95_Choice6","Bachelor's degree (4 year degree)","Bacharelado (4 anos)"
"QID95_Choice7","Some graduate or professional school (no graduate degree)","Alguma pós-graduação ou curso profissionalizante (sem diploma de pós-graduação)"
"QID95_Choice8","Master's degree (MA, MS)","Mestrado (MA, MS)"
"QID95_Choice9","Doctoral degree (PhD, EdD)","Doutorado (PhD, EdD)"
"QID95_Choice10","Professional degree after Bachelor's degree (MD, DDS, JD)","Diploma profissional após o diploma de bacharel (MD, DDS, JD)"
"QID162_QuestionText","Do you have plans to complete your degree?<br>","Você tem planos de concluir sua graduação?<br>"
"QID162_Choice1","Yes","Sim"
"QID162_Choice2","No","Não"
"QID162_Choice3","Unsure","Não tenho certeza"
"QID96_QuestionText","What was your major(s) for your <b>Associate's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)","Qual(is) foi(ram) a(s) sua(s) área(s) de habilitação principal no seu diploma de associado <b></b> ? <br>(por exemplo, educação infantil, educação, estudos sobre crianças e famílias, ciência política)"
"QID97_QuestionText","What was your major(s) for your <b>Bachelor's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)","Qual(is) foi(ram) a(s) sua(s) área(s) de especialização no seu bacharelado <b></b> ? <br>(por exemplo, educação infantil, educação, estudos sobre crianças e famílias, ciência política)"
"QID98_QuestionText","What was your <b>graduate</b> degree in?➘<br>(e.g., master's in early childhood education, doctorate in education leadership)","Qual é o seu diploma de pós-graduação <b></b> ?➘<br>(por exemplo, mestrado em educação infantil, doutorado em liderança educacional)"
"QID138_QuestionText","To better understand your professional development preferences, in the following questions, we'll be asking you to chose between two hypothetical professional development opportunities.&nbsp;","Para entender melhor suas preferências de desenvolvimento profissional, nas perguntas a seguir, pediremos que você escolha entre duas oportunidades hipotéticas de desenvolvimento profissional.&nbsp;"
"QID141_QuestionText","Is there anything else you would like to share about your professional development needs and preferences?","Há mais alguma coisa que gostaria de compartilhar sobre suas necessidades e preferências de desenvolvimento profissional?"
"QID74_QuestionText","<b>Data Collection &amp; Use<br></b>In this section, we will ask you about the types of information you collect and use in your program.","<b>Coleta e uso de dados<br></b>Nesta seção, perguntaremos sobre os tipos de informações que você coleta e usa em seu programa."
"QID75_QuestionText","Does your program collect any of the following types of data about children?<br><i>Check all that apply</i><br>","O seu programa coleta algum dos seguintes tipos de dados sobre as crianças?<br><i>Marque todas as opções aplicáveis</i><br>"
"QID75_Choice1","Teaching Strategies GOLD","Estratégias de ensino GOLD"
"QID75_Choice2","DRDP","DRDP"
"QID75_Choice3","Curriculum-aligned checklists (e.g., Big Day for Pre-K small group checklists; Tools of the Mind Dynamic Assessments)","Listas de verificação alinhadas ao programa de estudos (por exemplo, listas de verificação de pequenos grupos do Big Day for Pre-K; avaliações dinâmicas Tools of the Mind)"
"QID75_Choice4","Screeners (e.g., ASQ, Brigance, ESI, DIAL, PLS-5)","Rastreadores (por exemplo, ASQ, Brigance, ESI, DIAL, PLS-5)"
"QID75_Choice5","COR Advantage","Vantagem COR"
"QID75_Choice6","Child Attendance","Atendimento Infantil"
"QID75_Choice7","Work Samples/Portfolios ","Amostras de trabalho/portfólios"
"QID75_Choice8","Behavior-related incident reports","Relatórios de incidentes relacionados ao comportamento"
"QID75_Choice11","Injury-related incident reports","Relatórios de incidentes relacionados a lesões"
"QID75_Choice9","Teacher or program created assessment","Avaliação criada pelo professor ou pelo programa"
"QID75_Choice10","Other, please explain","Outro, favor explicar"
"QID79_QuestionText","How often are teachers in your program required to submit child assessment data?","Com que frequência os professores de seu programa são solicitados a enviar dados de avaliação das crianças?"
"QID79_Choice1","Never","Nunca"
"QID79_Choice2","Once per year","Uma vez por ano"
"QID79_Choice3","Twice per year","Duas vezes por ano"
"QID79_Choice4","Quarterly","Trimestral"
"QID79_Choice5","Monthly or more often","Mensalmente ou com mais frequência"
"QID76_QuestionText","Does your program collect any of the following types of classroom or program&nbsp;data?➘<br><i>Check all that apply</i>","O seu programa coleta algum dos seguintes tipos de dados de sala de aula ou do programa&nbsp;?➘<br><i>Marque todas as opções aplicáveis</i>"
"QID76_Choice1","Classroom Assessment Scoring System (CLASS)","Sistema de pontuação de avaliação da sala de aula (CLASS)"
"QID76_Choice2","Early Childhood Environment Rating Scale (ECERS)","Escala de Avaliação do Ambiente na Primeira Infância (ECERS)"
"QID76_Choice3","Infant/Toddler Environment Rating Scale (ITERS)","Escala de Avaliação Ambiental para Bebês/Crianças Pequenas (ITERS)"
"QID76_Choice4","Teaching Pyramid Observation Tool (TPOT)","Ferramenta de Observação da Pirâmide de Ensino (TPOT)"
"QID76_Choice5","Teaching Pyramid Infant Toddler Observation System (TPITOS)","Sistema de observação de bebês e crianças pequenas da pirâmide de ensino (TPITOS)"
"QID76_Choice6","Early Childhood Benchmarks of Quality (EC-BOQ)","Referências de Qualidade na Primeira Infância (EC-BOQ)"
"QID76_Choice7","Curriculum Fidelity Data","Dados de Fidelidade Curricular"
"QID76_Choice8","Other, please explain","Outro, favor explicar"
"QID77_QuestionText","How does your team use program, classroom, and child data?<br><i>Check all that apply</i><br>","Como a sua equipe usa os dados do programa, da sala de aula e da criança?<br><i>Marque todas as opções aplicáveis</i><br>"
"QID77_Choice1","For compliance purposes (e.g., reporting requirements)","Para fins de conformidade (por exemplo, requisitos de relatórios)"
"QID77_Choice2","For formal staff evaluations (e.g., teacher performance)","Para avaliações formais da equipe (por exemplo, desempenho do professor)"
"QID77_Choice10","For formal child evaluation (e.g., report cards)","Para avaliação formal da criança (por exemplo, boletins)"
"QID77_Choice3","Share or discuss results with educators in a group setting","Compartilhar ou discutir os resultados com os educadores em um ambiente de grupo"
"QID77_Choice4","Share or review results with coaches or mentors","Compartilhar ou analisar os resultados com treinadores ou mentores"
"QID77_Choice5","Plan small groups or individualized instruction","Planejar pequenos grupos ou instrução individualizada"
"QID77_Choice6","To identify children who may need additional testing","Para identificar as crianças que podem precisar de testes adicionais"
"QID77_Choice7","To report out to parents","Para informar aos pais"
"QID77_Choice8","To make decisions about professional development","Tomar decisões sobre desenvolvimento profissional"
"QID77_Choice9","Other, please explain","Outro, favor explicar"
"QID80_QuestionText","Please state your agreement with the following statements:","Diga se concorda com as seguintes afirmações:"
"QID80_Choice1","Our program regularly discusses how data can help our work","Nosso programa discute regularmente como os dados podem ajudar nosso trabalho"
"QID80_Choice2","Our program uses data to celebrate small wins and progress along the way","Nosso programa usa dados para comemorar as pequenas vitórias e o progresso ao longo do caminho"
"QID80_Choice3","Our program uses data to connect big picture goals to everyday practices","Nosso programa usa dados para conectar metas gerais às práticas cotidianas"
"QID80_Choice4","Our program uses data to promote more equitable outcomes in our program","Nosso programa usa dados para promover resultados mais equitativos em nosso programa"
"QID80_Answer1","Strongly agree","Concordo totalmente"
"QID80_Answer2","Agree","Concordo"
"QID80_Answer3","Neither agree nor disagree","Não concordo nem discordo"
"QID80_Answer4","Disagree","Discordo"
"QID80_Answer5","Strongly disagree","Discordo totalmente"
"QID101_QuestionText","<b>Program benefits</b><br>In this section, we'd like to learn a little more about your experiences as an early educator in your program and the supports you have access to.<br>","<b>Benefícios do programa</b><br>Nesta seção, gostaríamos de saber um pouco mais sobre suas experiências como educador infantil em seu programa e os apoios aos quais você tem acesso.<br>"
"QID102_QuestionText","Does your early education program offer you the following benefits? <br><i>Please check ""yes"" if your program <b>offers</b> the benefit even if you are not using it.</i>","O seu programa de educação infantil oferece os seguintes benefícios? <br><i>Marque ""sim"" se o seu programa <b>oferece</b> o benefício, mesmo que você não o esteja usando.</i>"
"QID102_Choice1","Paid sick leave","Licença médica remunerada"
"QID102_Choice2","Unpaid sick leave","Licença médica não remunerada"
"QID102_Choice3","Paid vacation or personal days","Férias remuneradas ou dias pessoais"
"QID102_Choice4","Health insurance","Seguro de saúde"
"QID102_Choice5","Dental insurance","Seguro odontológico"
"QID102_Choice6","Tuition reimbursement<br />➘(e.g., for college courses)","Reembolso de mensalidades<br />➘(por exemplo, para cursos universitários)"
"QID102_Choice7","Professional development funds<br />➘(e.g., to attend conferences, buy books)","Fundos para desenvolvimento profissional<br />➘(por exemplo, para participar de conferências, comprar livros)"
"QID102_Choice8","Child care benefits<br />➘(e.g., free or discounted tuition for the children of staff)","Benefícios de cuidados infantis<br />➘(por exemplo, ensino gratuito ou com desconto para os filhos dos funcionários)"
"QID102_Choice9","Retirement plan<br />➘(e.g., 401k, 403b, pension plan)","Plano de aposentadoria<br />➘ (por exemplo, 401k, 403b, plano de pensão)"
"QID102_Choice10","Overtime pay","Pagamento de horas extras"
"QID102_Answer1","Yes","Sim"
"QID102_Answer2","No","Não"
"QID139_QuestionText","How many days of paid sick leave do you have a year?<br><i>Please type a number.</i>&nbsp;","Quantos dias de licença médica remunerada você tem por ano?<br><i>Por favor, digite um número.</i>&nbsp;"
"QID140_QuestionText","How many paid vacation or personal days do you have a year?<br><i>Please type a number. </i><br>","Quantos dias de férias remuneradas ou dias pessoais você tem por ano?<br><i>Digite um número. </i><br>"
"QID165_QuestionText","How many much protected break time, on average, do you get per day?<br>","Quanto tempo de intervalo protegido, em média, você tem por dia?<br>"
"QID165_Choice2","15 minutes","15 minutos"
"QID165_Choice3","30 minutes","30 minutos"
"QID165_Choice4","45 minutes","45 minutos"
"QID165_Choice5","1 hour","1 hora"
"QID165_Choice6","1 hour 15 minutes","1 hora e 15 minutos"
"QID165_Choice7","1 hour 30 minutes","1 hora e 30 minutos"
"QID165_Choice8","I do not receive protected break time","Eu não recebo tempo de intervalo protegido"
"QID165_Choice9","Other","Outro"
"QID167_QuestionText","Are you able to leave your classroom during your break?","Você pode sair da sala de aula durante o intervalo?"
"QID167_Choice1","Yes","Sim"
"QID167_Choice2","No","Não"
"QID167_Choice3","Sometimes","Às vezes"
"QID229_QuestionText","Apart from your break time, you have opportunities to step away from the classroom for brief periods of time during the day (e.g. to use the bathroom or make a phone call) while your class remains in ratio?","Além do intervalo, você tem a oportunidade de se afastar da sala de aula por breves períodos durante o dia (por exemplo, para usar o banheiro ou fazer uma ligação) enquanto sua turma permanece em equilíbrio?"
"QID229_Choice1","Yes","Sim"
"QID229_Choice2","No","Não"
"QID229_Choice3","Sometimes","Às vezes"
"QID168_QuestionText","Who steps in to cover for you during these brief periods out of the classroom?","Quem o substitui durante esses breves períodos fora da sala de aula?"
"QID168_Choice1","Floating teacher","Professor volante"
"QID168_Choice2","My director","Meu diretor"
"QID168_Choice3","An administrator","Um administrador"
"QID168_Choice4","A fellow teacher","Um colega professor"
"QID168_Choice5","A substitute","Um substituto"
"QID168_Choice6","Other, please explain:","Outro, favor explicar:"
"QID166_QuestionText","Please describe how many much protected break time, on average, you get per day:","Descreva quanto tempo de intervalo protegido, em média, você tem por dia:"
"QID103_QuestionText","Are you a member of a union?","Você é membro de um sindicato?"
"QID103_Choice1","Yes","Sim"
"QID103_Choice2","No","Não"
"QID105_QuestionText","Do you currently have health insurance?","Você tem seguro de saúde atualmente?"
"QID105_Choice1","Yes","Sim"
"QID105_Choice2","No","Não"
"QID104_QuestionText","What is the source of your current primary health insurance policy?","Qual é a origem da sua atual apólice de seguro de saúde principal?"
"QID104_Choice1","My early education program","Meu programa de educação infantil"
"QID104_Choice2","Another one of my employers","Outro de meus funcionários"
"QID104_Choice3","My partner/spouse's policy","Apólice do meu parceiro/cônjuge"
"QID104_Choice4","My parent's policy","A apólice dos meus pais"
"QID104_Choice5","Medicare/Medicaid","Medicare/Medicaid"
"QID104_Choice6","Massachusetts Health Connector/Affordable Care Act","Massachusetts Health Connector/Affordable Care Act (Lei de Cuidados Acessíveis)"
"QID104_Choice7","MASSHealth","MASSHealth"
"QID104_Choice8","Other, please explain","Outro, favor explicar"
"QID228_QuestionText","These questions are to help capture how your job relates to your mental and emotional health.","Essas perguntas servem para ajudar a captar como seu trabalho está relacionado à sua saúde mental e emocional."
"QID106_QuestionText","Please read each statement carefully and decide if you ever feel this way about your job. Then, indicate how much stress this feeling has caused.","Por favor, leia cada declaração com atenção e decida se você já se sentiu assim em relação ao seu trabalho. Em seguida, indique o nível de estresse causado por esse sentimento."
"QID106_Choice1","I lack opportunities for professional improvement.","Não tenho oportunidades de aprimoramento profissional."
"QID106_Choice2","My personal opinions are not sufficiently aired.","Minhas opiniões pessoais não são suficientemente divulgadas."
"QID106_Choice3","I am not emotionally/intellectually stimulated on the job.","Não sou estimulado emocional/intelectualmente no trabalho."
"QID106_Choice4","I lack control over classroom decisions/matters.","Não tenho controle sobre as decisões/assuntos da sala de aula."
"QID106_Answer1","No stress","Sem estresse"
"QID106_Answer2","Mild stress","Estresse leve"
"QID106_Answer3","Moderate stress","Estresse moderado"
"QID106_Answer4","Severe stress","Estresse severo"
"QID106_Answer5","Extreme stress","Estresse extremo"
"QID107_QuestionText","Please read each statement carefully and decide if you ever feel this way about your job and, if so, how frequently.","Por favor, leia cada afirmação com atenção e decida se você já se sentiu assim em relação ao seu trabalho e, em caso afirmativo, com que frequência."
"QID107_Choice1","I feel emotionally drained from my work.","Eu me sinto emocionalmente esgotado em meu trabalho."
"QID107_Choice2","I feel used up at the end of the workday.","Eu me sinto esgotado ao final de um dia de trabalho."
"QID107_Choice3","I feel tired when I get up in the morning and have to face another day on the job.","Eu me sinto cansado quando me levanto de manhã e tenho de enfrentar mais um dia de trabalho."
"QID107_Choice4","Working with people all day is really hard for me.","Trabalhar com pessoas o dia todo é muito difícil para mim."
"QID107_Choice5","I feel burned out from my work.","Eu me sinto esgotado por causa do meu trabalho."
"QID107_Choice6","I feel frustrated by my job.","Eu me sinto frustrado com meu trabalho."
"QID107_Choice7","I feel I'm working too hard on my job.","Eu sinto que estou trabalhando demais em meu emprego."
"QID107_Choice8","Working with people directly puts too much stress on me.","Trabalhar diretamente com pessoas me estressa demais."
"QID107_Choice9","I feel like I'm at the end of my rope.","Eu sinto que estou no fim da linha."
"QID107_Answer1","Never","Nunca"
"QID107_Answer2","A few times a year or less","Algumas vezes por ano ou menos"
"QID107_Answer3","Once a month or less","Uma vez por mês ou menos"
"QID107_Answer4","A few times a month","Algumas vezes por mês"
"QID107_Answer5","Once a week","Uma vez por semana"
"QID107_Answer6","A few times a week","Algumas vezes por semana"
"QID107_Answer7","Every day","Todos os dias"
"QID169_QuestionText","Please read each statement carefully and decide if you ever feel this way about your job and, if so, how frequently.","Por favor, leia cada afirmação com atenção e decida se você já se sentiu assim em relação ao seu trabalho e, em caso afirmativo, com que frequência."
"QID169_Choice1","I can easily understand how my students feel about things","Eu posso entender facilmente como meus alunos se sentem em relação às coisas"
"QID169_Choice2","I deal very effectively with the problems of my students","Lido de forma muito eficaz com os problemas de meus alunos"
"QID169_Choice3","I feel I’m positively influencing other people’s lives through my work","Eu sinto que estou influenciando positivamente a vida de outras pessoas por meio do meu trabalho"
"QID169_Choice4","I feel very energetic","Eu me  sinto com muita energia"
"QID169_Choice5","I can easily create a relaxed atmosphere with my students","Eu consigo criar facilmente um ambiente descontraído com meus alunos"
"QID169_Choice6","I feel exhilarated after working closely with my students","Eu me sinto entusiasmado depois de trabalhar com meus alunos"
"QID169_Choice7","I have accomplished many worthwhile things in this job","Eu realizei muitas coisas que valeram a pena nesse trabalho"
"QID169_Choice8","In my work, I deal with emotional problems very calmly","Eu lido com problemas emocionais com muita calma em meu trabalho"
"QID169_Answer1","Never","Nunca"
"QID169_Answer2","A few times a year or less","Algumas vezes por ano ou menos"
"QID169_Answer3","Once a month or less","Uma vez por mês ou menos"
"QID169_Answer4","A few times a month","Algumas vezes por mês"
"QID169_Answer5","Once a week","Uma vez por semana"
"QID169_Answer6","A few times a week","Algumas vezes por semana"
"QID169_Answer7","Every day","Todos os dias"
"QID108_QuestionText","Over the last two weeks, how often have you been bothered by the following problems?","Nas últimas duas semanas, com que frequência você foi incomodado pelos seguintes problemas?"
"QID108_Choice1","Feeling nervous, anxious or on edge","Sentindo-se nervoso, ansioso ou no limite"
"QID108_Choice2","Not being able to stop or control worrying","Não ser capaz de parar ou controlar a preocupação"
"QID108_Choice3","Feeling down, depressed or hopeless","Sentindo-se abatido, deprimido ou sem esperança"
"QID108_Choice4","Little interest or pleasure in doing things","Pouco interesse ou prazer em fazer as coisas"
"QID108_Answer1","Not at all","De forma alguma"
"QID108_Answer2","Several days","Vários dias"
"QID108_Answer3","More than half the days","Mais da metade dos dias"
"QID108_Answer4","Nearly every day","Quase todos os dias"
"QID172_QuestionText","These questions are to help capture how you take care of your wellbeing outside of your professional environment.","Essas perguntas servem para ajudar a captar como você cuida do seu bem-estar fora do ambiente profissional."
"QID170_QuestionText","How do you like to spend your time outside of work?","Como você gosta de passar seu tempo fora do trabalho?"
"QID171_QuestionText","What are your go-to support systems, either in or outside of your program?","Quais são seus sistemas de apoio, dentro ou fora do seu programa?"
"QID109_QuestionText","<b>All About You<br></b>You're almost to the end! This is the last section.<br><br>In this section, we want to learn more about you and your family. This information is critical for us to understand who is in the early education workforce in Cambridge.<br>","<b>Tudo sobre você<br></b>Você está quase no fim! Esta é a última seção.<br><br>Nesta seção, queremos saber mais sobre você e sua família. Essas informações são fundamentais para entendermos quem faz parte da força de trabalho da educação infantil em Cambridge.<br>"
"QID110_QuestionText","In what year were you born?&nbsp;<br><i>If you were born in 1975, type: 1975</i><br>","Em que ano você nasceu?&nbsp;<br><i>Se você nasceu em 1975, digite: 1975</i><br>"
"QID111_QuestionText","What is your gender","Qual é o seu gênero?"
"QID111_Choice1","Female","Feminino"
"QID111_Choice2","Male","Masculino"
"QID111_Choice4","Nonbinary","Não binário"
"QID111_Choice3","Other, please write in your gender identity:","Outro, por favor escreva sua identidade de gênero:"
"QID112_QuestionText","What is your race?<br><i>Check all that apply</i><br>","Qual é a sua raça?<br><i>Marque todas as opções aplicáveis</i><br>"
"QID112_Choice1","American Indian or Alaskan Native","Índio americano ou nativo do Alasca"
"QID112_Choice2","Asian","Asiático(a)"
"QID112_Choice3","Black or African American","Negro(a) ou afro-americano(a)"
"QID112_Choice4","Native Hawaiian or Other Pacific Islander","Nativo do Havaí ou de outras ilhas do Pacífico"
"QID112_Choice5","White","Branco(a)"
"QID113_QuestionText","Do you identify as:&nbsp;","Você se identifica como:&nbsp;"
"QID113_Choice1","Hispanic or Latino or Spanish Origin","Origem hispânica ou latina ou espanhola"
"QID113_Choice2","Not Hispanic of Latino or Spanish Origin","Não hispânico de origem latina ou espanhola"
"QID114_QuestionText","What language do you speak the most, in general?&nbsp;","Qual é o idioma que você mais fala, em geral?&nbsp;"
"QID114_Choice1","English","Inglês"
"QID114_Choice2","Spanish","Espanhol"
"QID114_Choice3","Portuguese","Português"
"QID114_Choice4","Mandarin","Mandarim"
"QID114_Choice5","French","Francês"
"QID114_Choice7","Haitian Creole","Crioulo haitiano"
"QID114_Choice8","Amharic","Amárico"
"QID114_Choice6","Other, please explain:","Outro, favor explicar:"
"QID143_QuestionText","Which state do you currently live in?","Em que estado você mora atualmente?"
"QID143_Choice1","Massachusetts","Massachusetts"
"QID143_Choice2","Connecticut","Connecticut"
"QID143_Choice3","New Hampshire","New Hampshire"
"QID143_Choice4","Rhode Island","Rhode Island"
"QID143_Choice5","Maine","Maine"
"QID143_Choice7","Vermont","Vermont"
"QID143_Choice6","Other, please explain:","Outro, favor explicar:"
"QID115_QuestionText","In which town do you currently live in Massachusetts?","Em que cidade você mora atualmente em Massachusetts?"
"QID115_Choice1","Abington","Abington"
"QID115_Choice2","Acton","Acton"
"QID115_Choice3","Acushnet","Acushnet"
"QID115_Choice4","Adams","Adams"
"QID115_Choice5","Agawam","Agawam"
"QID115_Choice6","Alford","Alford"
"QID115_Choice7","Amesbury","Amesbury"
"QID115_Choice8","Amherst","Amherst"
"QID115_Choice9","Andover","Andover"
"QID115_Choice10","Aquinnah","Aquinnah"
"QID115_Choice11","Arlington","Arlington"
"QID115_Choice12","Ashburnham","Ashburnham"
"QID115_Choice13","Ashby","Ashby"
"QID115_Choice14","Ashfield","Ashfield"
"QID115_Choice15","Ashland","Ashland"
"QID115_Choice16","Athol","Athol"
"QID115_Choice17","Attleboro","Attleboro"
"QID115_Choice18","Auburn","Auburn"
"QID115_Choice19","Avon","Avon"
"QID115_Choice20","Ayer","Ayer"
"QID115_Choice21","Barnstable","Barnstable"
"QID115_Choice22","Barre","Barre"
"QID115_Choice23","Becket","Becket"
"QID115_Choice24","Bedford","Bedford"
"QID115_Choice25","Belchertown","Belchertown"
"QID115_Choice26","Bellingham","Bellingham"
"QID115_Choice27","Belmont","Belmont"
"QID115_Choice28","Berkley","Berkley"
"QID115_Choice29","Berlin","Berlim"
"QID115_Choice30","Bernardston","Bernardston"
"QID115_Choice31","Beverly","Beverly"
"QID115_Choice32","Billerica","Billerica"
"QID115_Choice33","Blackstone","Blackstone"
"QID115_Choice34","Blandford","Blandford"
"QID115_Choice35","Bolton","Bolton"
"QID115_Choice36","Boston","Boston"
"QID115_Choice37","Bourne","Bourne"
"QID115_Choice38","Boxborough","Boxborough"
"QID115_Choice39","Boxford","Boxford"
