"PhraseID","EN","ES-ES"
"QID90_QuestionText","Which topics were covered in your professional development <b>since September 2022</b>?<br><i>Check all that apply.</i>","¿Qué temas se abordaron en su desarrollo profesional <b>desde septiembre de 2022</b>?<br><i> Marque todas las opciones que correspondan.</i>"
"QID90_Choice1","Art, music, and movement","Arte, música y movimiento"
"QID90_Choice2","Behavior management","Gestión del comportamiento"
"QID90_Choice3","Center or school compliance, regulations, or reporting (including health and safety)","Cumplimiento, normativa o informes del centro o la escuela (incluidos los de salud y seguridad)"
"QID90_Choice4","Curricular or pedagogical approaches (e.g., Montessori, Reggio Emilia)","Enfoques educativos o pedagógicos (p. ej., Montessori, Reggio Emilia)"
"QID90_Choice5","Diversity, equity, and inclusion","Diversidad, equidad e inclusión"
"QID90_Choice6","Literacy and language instruction","Alfabetización y enseñanza de idiomas"
"QID90_Choice7","Mathematics instruction","Enseñanza de matemáticas"
"QID90_Choice8","Observation and assessment ","Observación y evaluación"
"QID90_Choice9","Partnering with children's families","Colaboración con las familias de los niños"
"QID90_Choice10","Program leadership (e.g., managing staff, business practices)","Liderazgo de programas (p. ej., gestión de personal, prácticas empresariales)"
"QID90_Choice11","Science instruction","Enseñanza de las ciencias"
"QID90_Choice12","Social and emotional learning","Aprendizaje social y emocional"
"QID90_Choice13","Using technology in your program","Uso de la tecnología en su programa"
"QID90_Choice14","Working with English language learners","Actividades con estudiantes de inglés"
"QID90_Choice15","Working with students with disabilities (e.g. developmental delays, sensory integration challenges, and other special learning needs)","Actividades con estudiantes con discapacidades (p. ej., retrasos en el desarrollo, dificultades de integración sensorial y otras necesidades especiales de aprendizaje)"
"QID159_QuestionText","Was there a particular PD experience that positively impacted your practice? If so, can you describe what about it was useful?","¿Ha habido alguna experiencia de desarrollo profesional en particular que haya influido positivamente en su práctica? En caso afirmativo, ¿podría describir qué le ha resultado útil?"
"QID91_QuestionText","Which topics would you most <b>like to receive</b> more professional development on?<br><i>Please select <b>three</b> topics.</i>","¿Sobre qué temas <b>le gustaría recibir</b> más capacitación profesional?<br><i> Seleccione<b> tres</b> temas.</i>"
"QID91_Choice1","Art, music, and movement","Arte, música y movimiento"
"QID91_Choice2","Behavior management","Gestión del comportamiento"
"QID91_Choice3","Center or school compliance, regulations, or reporting (including health and safety)","Cumplimiento, normativa o informes del centro o la escuela (incluidos los de salud y seguridad)"
"QID91_Choice4","Curricular or pedagogical approaches (e.g., Montessori, Reggio Emilia)","Enfoques educativos o pedagógicos (p. ej., Montessori, Reggio Emilia)"
"QID91_Choice5","Diversity, equity, and inclusion","Diversidad, equidad e inclusión"
"QID91_Choice6","Literacy and language instruction","Alfabetización y enseñanza de idiomas"
"QID91_Choice7","Mathematics instruction","Enseñanza de matemáticas"
"QID91_Choice8","Observation and assessment ","Observación y evaluación"
"QID91_Choice9","Partnering with children's families","Colaboración con las familias de los niños"
"QID91_Choice10","Program leadership (e.g., managing staff, business practices)","Liderazgo de programas (p. ej., gestión de personal, prácticas empresariales)"
"QID91_Choice11","Science instruction","Enseñanza de las ciencias"
"QID91_Choice12","Social and emotional learning","Aprendizaje social y emocional"
"QID91_Choice13","Using technology in your program","Uso de la tecnología en su programa"
"QID91_Choice14","Working with English language learners","Actividades con estudiantes de inglés"
"QID91_Choice15","Working with students with disabilities (e.g. developmental delays, sensory integration challenges, and other special learning needs)","Actividades con estudiantes con discapacidades (p. ej., retrasos en el desarrollo, dificultades de integración sensorial y otras necesidades especiales de aprendizaje)"
"QID92_QuestionText","Please indicate the <b>primary way</b> that you learned of professional development opportunities since September 2021.<br>","Indique el <b>medio principal</b> por el que ha tenido conocimiento de las oportunidades de desarrollo profesional desde septiembre de 2021.<br>"
"QID92_Choice1","They were required by my program","Mi programa las exigía"
"QID92_Choice6","From the Department of Early Education and Care","A través del Department of Early Education and Care"
"QID92_Choice2","The administrator of my program suggested them","El administrador de mi programa las sugirió"
"QID92_Choice3","Another colleague (e.g., another teacher) at my program suggested them","Otro colega (p. ej., otro docente) en mi programa las sugirió"
"QID92_Choice4","I found them on my own","Las encontré por mi cuenta"
"QID92_Choice5","Other, please explain:","Otro, explique:"
"QID160_QuestionText","In general, do you prefer professional development options that are offered virtually or in person?","En general, ¿prefiere las opciones de desarrollo profesional que se proporcionan de manera virtual o presencial?"
"QID160_Choice1","Virtual","Virtual"
"QID160_Choice2","In person","Presencial"
"QID160_Choice3","It depends","Depende"
"QID93_QuestionText","How often has another adult (e.g., center director, instructional coach, a mentor) observed in your classroom and provided feedback in the last 12 months?","¿Con qué frecuencia ha observado otro adulto (p. ej., director del centro, asesor pedagógico, mentor) en su clase y le ha dado su opinión en los últimos 12 meses?"
"QID93_Choice1","Once a week or more","Más de una vez a la semana"
"QID93_Choice2","Multiple times a month","Varias veces al mes"
"QID93_Choice3","Once a month","Una vez al mes"
"QID93_Choice4","A few times a year","Algunas veces al año"
"QID93_Choice5","Once a year","Una vez al año"
"QID93_Choice6","As needed","Según sea necesario"
"QID93_Choice7","Never","Nunca"
"QID161_QuestionText","Is this your first year working at your current early education program?","¿Es su primer año de trabajo en su actual programa de educación de la primera infancia?"
"QID161_Choice1","Yes, I started working at my current early education program this year","Sí, empecé a trabajar en mi actual programa de educación de la primera infancia este año"
"QID161_Choice2","No, I have been working in my current early education program for at least 1 year","No, he estado trabajando en mi actual programa de educación de la primera infancia durante al menos 1 año"
"QID99_QuestionText","How many years have you worked in your <b>current </b>early education program? <br><i>Please type number.</i>","¿Desde hace cuántos años trabaja en su <b>actual </b>programa de educación de la primera infancia? <br><i> Escriba el número.</i>"
"QID100_QuestionText","How many years <b>total</b> have you worked in the field of early education? <br><i>Please type number</i>","¿Cuántos años <b>en total</b> ha trabajado en el campo de la educación de la primera infancia? <br><i> Escriba el número</i>"
"QID95_QuestionText","What is the <b>highest</b> grade or year of schooling that you have completed?<br><i>Check one</i><br>","¿Cuál es el <b>grado o nivel de educación más alto</b> que ha completado?<br><i> Marque una opción.</i><br>"
"QID95_Choice1","12th grade or below (no high school diploma)","12.º grado o nivel inferior (sin diploma de enseñanza secundaria)"
"QID95_Choice2","High school diploma/GED","Escuela secundaria/GED (Certificado de equivalencia)"
"QID95_Choice3","Vocational/technical program after high school","Programa de formación profesional técnica después de la escuela secundaria"
"QID95_Choice4","Some college (no college degree)","Carrera universitaria incompleta"
"QID95_Choice5","Associate's degree (2 year degree)","Título universitario (2 años)"
"QID95_Choice6","Bachelor's degree (4 year degree)","Carrera de grado o licenciatura (4 años)"
"QID95_Choice7","Some graduate or professional school (no graduate degree)","Estudios de posgrado incompletos"
"QID95_Choice8","Master's degree (MA, MS)","Maestría (MA, MS)"
"QID95_Choice9","Doctoral degree (PhD, EdD)","Doctorado (PhD, EdD)"
"QID95_Choice10","Professional degree after Bachelor's degree (MD, DDS, JD)","Título de posgrado tras la licenciatura de 4 años (MD, DDS, JD)"
"QID162_QuestionText","Do you have plans to complete your degree?<br>","¿Tiene planes de terminar la carrera?<br>"
"QID162_Choice1","Yes","Sí"
"QID162_Choice2","No","No"
"QID162_Choice3","Unsure","No estoy seguro"
"QID96_QuestionText","What was your major(s) for your <b>Associate's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)","¿En qué se especializó durante su <b>carrera universitaria de 2 años</b>? <br> (P. ej., educación de la primera infancia, educación, estudios sobre la infancia y la familia, ciencias políticas)"
"QID97_QuestionText","What was your major(s) for your <b>Bachelor's</b> degree? <br>(e.g., early childhood education, education, child and family studies, political science)","¿En qué se especializó durante su <b>licenciatura de 4 años</b>? <br> (P. ej., educación de la primera infancia, educación, estudios sobre la infancia y la familia, ciencias políticas)"
"QID98_QuestionText","What was your <b>graduate</b> degree in?➘<br>(e.g., master's in early childhood education, doctorate in education leadership)","¿Qué <b>especialidad cursó</b> en posgrado? ➘<br> (P. ej., máster en educación de la primera infancia, doctorado en liderazgo educativo)"
"QID138_QuestionText","To better understand your professional development preferences, in the following questions, we'll be asking you to chose between two hypothetical professional development opportunities.&nbsp;","Para comprender mejor sus preferencias de desarrollo profesional, en las siguientes preguntas le pediremos que elija entre dos oportunidades hipotéticas de desarrollo profesional.&nbsp;"
"QID141_QuestionText","Is there anything else you would like to share about your professional development needs and preferences?","¿Le gustaría compartir algún otro dato sobre sus necesidades y preferencias de desarrollo profesional?"
"QID74_QuestionText","<b>Data Collection &amp; Use<br></b>In this section, we will ask you about the types of information you collect and use in your program.","<b>Recopilación y uso de datos<br></b>En esta sección, le preguntaremos sobre los tipos de información que recopila y utiliza en su programa."
"QID75_QuestionText","Does your program collect any of the following types of data about children?<br><i>Check all that apply</i><br>","¿Recopila su programa alguno de los siguientes tipos de datos sobre los niños?<br><i> Marque todas las opciones que correspondan.</i><br>"
"QID75_Choice1","Teaching Strategies GOLD","Estrategias de enseñanza GOLD"
"QID75_Choice2","DRDP","Perfil de Desarrollo de Resultados Deseados (DRDP, por sus siglas en inglés)"
"QID75_Choice3","Curriculum-aligned checklists (e.g., Big Day for Pre-K small group checklists; Tools of the Mind Dynamic Assessments)","Listas de verificación adaptadas al plan de estudios (p. ej., listas de verificación para grupos pequeños de Big Day for Pre-K; evaluaciones dinámicas de Tools of the Mind)"
"QID75_Choice4","Screeners (e.g., ASQ, Brigance, ESI, DIAL, PLS-5)","Evaluadores (p. ej., ASQ, Brigance, ESI, DIAL, PLS-5)"
"QID75_Choice5","COR Advantage","Sistema de evaluación COR Advantage"
"QID75_Choice6","Child Attendance","Asistencia infantil"
"QID75_Choice7","Work Samples/Portfolios ","Muestras de trabajo/portafolios"
"QID75_Choice8","Behavior-related incident reports","Informes de incidentes relacionados con el comportamiento"
"QID75_Choice11","Injury-related incident reports","Informes de incidentes relacionados con lesiones"
"QID75_Choice9","Teacher or program created assessment","Evaluación creada por el docente o el programa"
"QID75_Choice10","Other, please explain","Otros, explique"
"QID79_QuestionText","How often are teachers in your program required to submit child assessment data?","¿Con qué frecuencia se exige a los docentes de su programa que presenten los datos de evaluación de los niños?"
"QID79_Choice1","Never","Nunca"
"QID79_Choice2","Once per year","Una vez al año"
"QID79_Choice3","Twice per year","Dos veces al año"
"QID79_Choice4","Quarterly","Cada tres meses"
"QID79_Choice5","Monthly or more often","Cada mes o con mayor frecuencia"
"QID76_QuestionText","Does your program collect any of the following types of classroom or program&nbsp;data?➘<br><i>Check all that apply</i>","¿Recopila su programa alguno de los siguientes tipos de datos sobre el aula o el &nbsp;programa? ➘<br><i>Marque todas las opciones que correspondan.</i>"
"QID76_Choice1","Classroom Assessment Scoring System (CLASS)","Sistema de puntuación de la evaluación en el aula (CLASS, por sus siglas en inglés)"
"QID76_Choice2","Early Childhood Environment Rating Scale (ECERS)","Escala de calificación del ambiente de la primera infancia (ECERS, por sus siglas en inglés)"
"QID76_Choice3","Infant/Toddler Environment Rating Scale (ITERS)","Escala de calificación del ambiente para bebés y niños pequeños (ITERS, por sus siglas en inglés)"
"QID76_Choice4","Teaching Pyramid Observation Tool (TPOT)","Herramienta de observación de la pirámide de enseñanza (TPOT, por sus siglas en inglés)"
"QID76_Choice5","Teaching Pyramid Infant Toddler Observation System (TPITOS)","Sistema de observación de la pirámide de enseñanza para bebés y niños pequeños (TPITOS, por sus siglas en inglés)"
"QID76_Choice6","Early Childhood Benchmarks of Quality (EC-BOQ)","Puntos de referencia de calidad para la primera infancia (EC-BOQ, por sus siglas en inglés)"
"QID76_Choice7","Curriculum Fidelity Data","Datos de fidelidad del plan de estudios"
"QID76_Choice8","Other, please explain","Otros, explique"
"QID77_QuestionText","How does your team use program, classroom, and child data?<br><i>Check all that apply</i><br>","¿Cómo utiliza su equipo los datos del programa, del aula y de los niños?<br><i> Marque todas las opciones que correspondan.</i><br>"
"QID77_Choice1","For compliance purposes (e.g., reporting requirements)","Para cumplir la normativa (p. ej., requisitos de presentación de información)"
"QID77_Choice2","For formal staff evaluations (e.g., teacher performance)","Para realizar las evaluaciones formales del personal (p. ej., desempeño de los docentes)"
"QID77_Choice10","For formal child evaluation (e.g., report cards)","Para realizar la evaluación formal de los niños (p. ej., boletines de notas)"
"QID77_Choice3","Share or discuss results with educators in a group setting","Para compartir o debatir los resultados con los educadores en grupo"
"QID77_Choice4","Share or review results with coaches or mentors","Para compartir o revisar los resultados con asesores o mentores"
"QID77_Choice5","Plan small groups or individualized instruction","Para planificar grupos pequeños o una enseñanza individualizada"
"QID77_Choice6","To identify children who may need additional testing","Para identificar a los niños que pueden necesitar pruebas adicionales"
"QID77_Choice7","To report out to parents","Para informar a los padres"
"QID77_Choice8","To make decisions about professional development","Para tomar decisiones sobre el desarrollo profesional"
"QID77_Choice9","Other, please explain","Otros, explique"
"QID80_QuestionText","Please state your agreement with the following statements:","Indique si está de acuerdo con las siguientes afirmaciones:"
"QID80_Choice1","Our program regularly discusses how data can help our work","Nuestro programa aborda periódicamente la utilidad de los datos para nuestro trabajo"
"QID80_Choice2","Our program uses data to celebrate small wins and progress along the way","Nuestro programa utiliza los datos para celebrar las pequeñas victorias y los progresos a lo largo del camino"
"QID80_Choice3","Our program uses data to connect big picture goals to everyday practices","Nuestro programa utiliza los datos para relacionar los grandes objetivos con las prácticas cotidianas"
"QID80_Choice4","Our program uses data to promote more equitable outcomes in our program","Nuestro programa utiliza los datos para promover resultados más equitativos en nuestro programa"
"QID80_Answer1","Strongly agree","Totalmente de acuerdo"
"QID80_Answer2","Agree","De acuerdo"
"QID80_Answer3","Neither agree nor disagree","Ni de acuerdo ni en desacuerdo"
"QID80_Answer4","Disagree","En desacuerdo"
"QID80_Answer5","Strongly disagree","Totalmente en desacuerdo"
"QID101_QuestionText","<b>Program benefits</b><br>In this section, we'd like to learn a little more about your experiences as an early educator in your program and the supports you have access to.<br>","<b>Beneficios del programa</b><br>En esta sección, nos gustaría conocer un poco más sobre sus experiencias como educador de la primera infancia en su programa y las asistencias a las que tiene acceso.<br>"
"QID102_QuestionText","Does your early education program offer you the following benefits? <br><i>Please check ""yes"" if your program <b>offers</b> the benefit even if you are not using it.</i>","¿Le ofrece su programa de educación de la primera infancia los siguientes beneficios? <br><i> Marque ""sí"" si su programa <b>ofrece</b> el beneficio aunque no lo esté utilizando.</i>"
"QID102_Choice1","Paid sick leave","Licencia remunerada por enfermedad"
"QID102_Choice2","Unpaid sick leave","Licencia no remunerada por enfermedad"
"QID102_Choice3","Paid vacation or personal days","Vacaciones o días personales remunerados"
"QID102_Choice4","Health insurance","Seguro médico"
"QID102_Choice5","Dental insurance","Seguro dental"
"QID102_Choice6","Tuition reimbursement<br />➘(e.g., for college courses)","Reembolso de matrícula<br /> ➘ (p. ej., para cursos universitarios)"
"QID102_Choice7","Professional development funds<br />➘(e.g., to attend conferences, buy books)","Fondos para el desarrollo profesional<br /> ➘ (p. ej., para asistir a conferencias, comprar libros)"
"QID102_Choice8","Child care benefits<br />➘(e.g., free or discounted tuition for the children of staff)","Beneficios para el cuidado de los hijos<br />➘ (p. ej., matrícula gratuita o con descuento para los hijos del personal)"
"QID102_Choice9","Retirement plan<br />➘(e.g., 401k, 403b, pension plan)","Plan de jubilación<br /> ➘ (p. ej., 401k, 403b, plan de pensiones)"
"QID102_Choice10","Overtime pay","Pago por horas extras"
"QID102_Answer1","Yes","Sí"
"QID102_Answer2","No","No"
"QID139_QuestionText","How many days of paid sick leave do you have a year?<br><i>Please type a number.</i>&nbsp;","¿Cuántos días de licencia por enfermedad remunerada tiene al año?<br><i> Escriba un número.</i>&nbsp;"
"QID140_QuestionText","How many paid vacation or personal days do you have a year?<br><i>Please type a number. </i><br>","¿Cuántos días de vacaciones o personales remunerados tiene al año?<br><i> Escriba un número.</i><br>"
"QID165_QuestionText","How many much protected break time, on average, do you get per day?<br>","¿Cuál es el tiempo promedio de descanso protegido que tiene al día?<br>"
"QID165_Choice2","15 minutes","15 minutos"
"QID165_Choice3","30 minutes","30 minutos"
"QID165_Choice4","45 minutes","45 minutos"
"QID165_Choice5","1 hour","1 hora"
"QID165_Choice6","1 hour 15 minutes","1 hora 15 minutos"
"QID165_Choice7","1 hour 30 minutes","1 hora 30 minutos"
"QID165_Choice8","I do not receive protected break time","No tengo tiempo de descanso protegido"
"QID165_Choice9","Other","Otro"
"QID167_QuestionText","Are you able to leave your classroom during your break?","¿Puede salir del aula durante el descanso?"
"QID167_Choice1","Yes","Sí"
"QID167_Choice2","No","No"
"QID167_Choice3","Sometimes","A veces"
"QID229_QuestionText","Apart from your break time, you have opportunities to step away from the classroom for brief periods of time during the day (e.g. to use the bathroom or make a phone call) while your class remains in ratio?","Aparte del tiempo de descanso, ¿puede ausentarse del aula durante breves períodos a lo largo del día (p. ej., para ir al baño o hacer una llamada telefónica) mientras su clase continúa impartiéndose?"
"QID229_Choice1","Yes","Sí"
"QID229_Choice2","No","No"
"QID229_Choice3","Sometimes","A veces"
"QID168_QuestionText","Who steps in to cover for you during these brief periods out of the classroom?","¿Quién interviene para sustituirle durante estos breves períodos fuera del aula?"
"QID168_Choice1","Floating teacher","Un docente itinerante"
"QID168_Choice2","My director","Mi director"
"QID168_Choice3","An administrator","Un administrador"
"QID168_Choice4","A fellow teacher","Un colega docente"
"QID168_Choice5","A substitute","Un suplente"
"QID168_Choice6","Other, please explain:","Otro, explique:"
"QID166_QuestionText","Please describe how many much protected break time, on average, you get per day:","Describa cuánto tiempo de descanso protegido, en promedio, tiene al día:"
"QID103_QuestionText","Are you a member of a union?","¿Está afiliado a un sindicato?"
"QID103_Choice1","Yes","Sí"
"QID103_Choice2","No","No"
"QID105_QuestionText","Do you currently have health insurance?","¿Tiene actualmente seguro médico?"
"QID105_Choice1","Yes","Sí"
"QID105_Choice2","No","No"
"QID104_QuestionText","What is the source of your current primary health insurance policy?","¿Cuál es la fuente de su póliza de seguro médico primario actual?"
"QID104_Choice1","My early education program","Mi programa de educación de la primera infancia"
"QID104_Choice2","Another one of my employers","Otro de mis empleadores"
"QID104_Choice3","My partner/spouse's policy","La póliza de mi pareja/cónyuge"
"QID104_Choice4","My parent's policy","La póliza de mis padres"
"QID104_Choice5","Medicare/Medicaid","Medicare/Medicaid"
"QID104_Choice6","Massachusetts Health Connector/Affordable Care Act","Massachusetts Health Connector/Ley de Cuidado de Salud Asequible"
"QID104_Choice7","MASSHealth","MASSHealth"
"QID104_Choice8","Other, please explain","Otros, explique"
"QID228_QuestionText","These questions are to help capture how your job relates to your mental and emotional health.","Estas preguntas permiten determinar la relación entre su trabajo y su salud mental y emocional."
"QID106_QuestionText","Please read each statement carefully and decide if you ever feel this way about your job. Then, indicate how much stress this feeling has caused.","Lea atentamente cada afirmación y decida si en algún momento siente lo mismo con respecto a su trabajo. A continuación, indique cuánto estrés le ha causado este sentimiento."
"QID106_Choice1","I lack opportunities for professional improvement.","Carezco de oportunidades de desarrollo profesional."
"QID106_Choice2","My personal opinions are not sufficiently aired.","Mis opiniones personales no se difunden lo suficiente."
"QID106_Choice3","I am not emotionally/intellectually stimulated on the job.","El trabajo no me estimula emocional ni intelectualmente."
"QID106_Choice4","I lack control over classroom decisions/matters.","Carezco de control sobre las decisiones/asuntos del aula."
"QID106_Answer1","No stress","Nada de estrés"
"QID106_Answer2","Mild stress","Estrés leve"
"QID106_Answer3","Moderate stress","Estrés moderado"
"QID106_Answer4","Severe stress","Estrés grave"
"QID106_Answer5","Extreme stress","Estrés extremo"
"QID107_QuestionText","Please read each statement carefully and decide if you ever feel this way about your job and, if so, how frequently.","Lea atentamente cada una de las afirmaciones y decida si en algún momento siente lo mismo con respecto a su trabajo y, en caso afirmativo, con qué frecuencia."
"QID107_Choice1","I feel emotionally drained from my work.","Siento que mi trabajo me consume emocionalmente."
"QID107_Choice2","I feel used up at the end of the workday.","Siento agotamiento al final de la jornada laboral."
"QID107_Choice3","I feel tired when I get up in the morning and have to face another day on the job.","Siento cansancio cuando me levanto por la mañana y tengo que afrontar otro día de trabajo."
"QID107_Choice4","Working with people all day is really hard for me.","Me cuesta mucho trabajar todo el día con personas."
"QID107_Choice5","I feel burned out from my work.","Siento que mi trabajo me agobia."
"QID107_Choice6","I feel frustrated by my job.","Siento frustración con mi trabajo."
"QID107_Choice7","I feel I'm working too hard on my job.","Siento que me esfuerzo demasiado en mi trabajo."
"QID107_Choice8","Working with people directly puts too much stress on me.","El hecho de trabajar directamente con las personas me estresa demasiado."
"QID107_Choice9","I feel like I'm at the end of my rope.","Siento como si estuviera al límite."
"QID107_Answer1","Never","Nunca"
"QID107_Answer2","A few times a year or less","Unas pocas veces al año o menos"
"QID107_Answer3","Once a month or less","Como máximo una vez al mes"
"QID107_Answer4","A few times a month","Varias veces al mes"
"QID107_Answer5","Once a week","Una vez a la semana"
"QID107_Answer6","A few times a week","Varias veces por semana"
"QID107_Answer7","Every day","Todos los días"
"QID169_QuestionText","Please read each statement carefully and decide if you ever feel this way about your job and, if so, how frequently.","Lea atentamente cada una de las afirmaciones y decida si en algún momento siente lo mismo con respecto a su trabajo y, en caso afirmativo, con qué frecuencia."
"QID169_Choice1","I can easily understand how my students feel about things","Comprendo fácilmente los sentimientos de mis estudiantes"
"QID169_Choice2","I deal very effectively with the problems of my students","Afronto con eficacia los problemas de mis estudiantes"
"QID169_Choice3","I feel I’m positively influencing other people’s lives through my work","Siento que influyo positivamente en la vida de otras personas a través de mi trabajo"
"QID169_Choice4","I feel very energetic","Me siento con mucha energía"
"QID169_Choice5","I can easily create a relaxed atmosphere with my students","Puedo crear fácilmente un ambiente relajado con mis estudiantes"
"QID169_Choice6","I feel exhilarated after working closely with my students","Siento una gran euforia después de trabajar conjuntamente con mis estudiantes"
"QID169_Choice7","I have accomplished many worthwhile things in this job","He logrado muchas cosas valiosas en este trabajo"
"QID169_Choice8","In my work, I deal with emotional problems very calmly","En mi trabajo, trato los problemas emocionales con mucha calma"
"QID169_Answer1","Never","Nunca"
"QID169_Answer2","A few times a year or less","Unas pocas veces al año o menos"
"QID169_Answer3","Once a month or less","Como máximo una vez al mes"
"QID169_Answer4","A few times a month","Varias veces al mes"
"QID169_Answer5","Once a week","Una vez a la semana"
"QID169_Answer6","A few times a week","Varias veces por semana"
"QID169_Answer7","Every day","Todos los días"
"QID108_QuestionText","Over the last two weeks, how often have you been bothered by the following problems?","En las últimas dos semanas, ¿con qué frecuencia ha experimentado los siguientes problemas?"
"QID108_Choice1","Feeling nervous, anxious or on edge","Nerviosismo, ansiedad o tensión"
"QID108_Choice2","Not being able to stop or control worrying","Imposibilidad de detener o controlar la preocupación"
"QID108_Choice3","Feeling down, depressed or hopeless","Desánimo, depresión o desesperanza"
"QID108_Choice4","Little interest or pleasure in doing things","Escaso interés o placer por hacer cosas"
"QID108_Answer1","Not at all","Para nada"
"QID108_Answer2","Several days","Varios días"
"QID108_Answer3","More than half the days","Más de la mitad de los días"
"QID108_Answer4","Nearly every day","Casi todos los días"
"QID172_QuestionText","These questions are to help capture how you take care of your wellbeing outside of your professional environment.","Estas preguntas nos ayudan a comprender cómo cuida de su bienestar fuera de su entorno profesional."
"QID170_QuestionText","How do you like to spend your time outside of work?","¿A qué dedica su tiempo fuera del trabajo?"
"QID171_QuestionText","What are your go-to support systems, either in or outside of your program?","¿Cuáles son sus sistemas de apoyo, dentro o fuera de su programa?"
"QID109_QuestionText","<b>All About You<br></b>You're almost to the end! This is the last section.<br><br>In this section, we want to learn more about you and your family. This information is critical for us to understand who is in the early education workforce in Cambridge.<br>","<b>Todo sobre usted<br></b>Ya casi termina. Esta es la última sección.<br><br> En esta sección, queremos conocer más sobre usted y su familia. Esta información es fundamental para que comprendamos quién integra el personal de la educación de la primera infancia en Cambridge.<br>"
"QID110_QuestionText","In what year were you born?&nbsp;<br><i>If you were born in 1975, type: 1975</i><br>","¿En qué año nació?&nbsp;<br><i>Si nació en 1975, escriba 1975.</i><br>"
"QID111_QuestionText","What is your gender","¿Cuál es su género?"
"QID111_Choice1","Female","Femenino"
"QID111_Choice2","Male","Masculino"
"QID111_Choice4","Nonbinary","No binario"
"QID111_Choice3","Other, please write in your gender identity:","Otro, escriba su identidad de género:"
"QID112_QuestionText","What is your race?<br><i>Check all that apply</i><br>","¿Cuál es su raza?<br><i> Marque todas las opciones que correspondan.</i><br>"
"QID112_Choice1","American Indian or Alaskan Native","Indio americano o nativo de Alaska"
"QID112_Choice2","Asian","Asiático"
"QID112_Choice3","Black or African American","Negro o afroamericano"
"QID112_Choice4","Native Hawaiian or Other Pacific Islander","Nativo de Hawái u otras islas del Pacífico"
"QID112_Choice5","White","Blanco"
"QID113_QuestionText","Do you identify as:&nbsp;","¿Cómo se identifica?&nbsp;"
"QID113_Choice1","Hispanic or Latino or Spanish Origin","Origen hispano o latino o español"
"QID113_Choice2","Not Hispanic of Latino or Spanish Origin","No hispano de origen latino o español"
"QID114_QuestionText","What language do you speak the most, in general?&nbsp;","En general, ¿qué idioma habla más?&nbsp;"
"QID114_Choice1","English","Inglés"
"QID114_Choice2","Spanish","Español"
"QID114_Choice3","Portuguese","Portugués"
"QID114_Choice4","Mandarin","Mandarín"
"QID114_Choice5","French","Francés"
"QID114_Choice7","Haitian Creole","Criollo haitiano"
"QID114_Choice8","Amharic","Amárico"
"QID114_Choice6","Other, please explain:","Otro, explique:"
"QID143_QuestionText","Which state do you currently live in?","¿En qué estado vive actualmente?"
"QID143_Choice1","Massachusetts","Massachusetts"
"QID143_Choice2","Connecticut","Connecticut"
"QID143_Choice3","New Hampshire","New Hampshire"
"QID143_Choice4","Rhode Island","Rhode Island"
"QID143_Choice5","Maine","Maine"
"QID143_Choice7","Vermont","Vermont"
"QID143_Choice6","Other, please explain:","Otro, explique:"
"QID115_QuestionText","In which town do you currently live in Massachusetts?","¿En qué ciudad de Massachusetts vive actualmente?"
"QID115_Choice1","Abington","Abington"
"QID115_Choice2","Acton","Acton"
"QID115_Choice3","Acushnet","Acushnet"
"QID115_Choice4","Adams","Adams"
"QID115_Choice5","Agawam","Agawam"
"QID115_Choice6","Alford","Alford"
"QID115_Choice7","Amesbury","Amesbury"
"QID115_Choice8","Amherst","Amherst"
"QID115_Choice9","Andover","Andover"
"QID115_Choice10","Aquinnah","Aquinnah"
"QID115_Choice11","Arlington","Arlington"
"QID115_Choice12","Ashburnham","Ashburnham"
"QID115_Choice13","Ashby","Ashby"
"QID115_Choice14","Ashfield","Ashfield"
"QID115_Choice15","Ashland","Ashland"
"QID115_Choice16","Athol","Athol"
"QID115_Choice17","Attleboro","Attleboro"
"QID115_Choice18","Auburn","Auburn"
"QID115_Choice19","Avon","Avon"
"QID115_Choice20","Ayer","Ayer"
"QID115_Choice21","Barnstable","Barnstable"
"QID115_Choice22","Barre","Barre"
"QID115_Choice23","Becket","Becket"
"QID115_Choice24","Bedford","Bedford"
"QID115_Choice25","Belchertown","Belchertown"
"QID115_Choice26","Bellingham","Bellingham"
"QID115_Choice27","Belmont","Belmont"
"QID115_Choice28","Berkley","Berkley"
"QID115_Choice29","Berlin","Berlin"
"QID115_Choice30","Bernardston","Bernardston"
"QID115_Choice31","Beverly","Beverly"
"QID115_Choice32","Billerica","Billerica"
"QID115_Choice33","Blackstone","Blackstone"
"QID115_Choice34","Blandford","Blandford"
"QID115_Choice35","Bolton","Bolton"
"QID115_Choice36","Boston","Boston"
"QID115_Choice37","Bourne","Bourne"
"QID115_Choice38","Boxborough","Boxborough"
"QID115_Choice39","Boxford","Boxford"
"QID115_Choice40","Boylston","Boylston"
"QID115_Choice41","Braintree","Braintree"
"QID115_Choice42","Brewster","Brewster"
"QID115_Choice43","Bridgewater","Bridgewater"
"QID115_Choice44","Brimfield","Brimfield"
"QID115_Choice45","Brockton","Brockton"
"QID115_Choice46","Brookfield","Brookfield"
"QID115_Choice47","Brookline","Brookline"
"QID115_Choice48","Buckland","Buckland"
"QID115_Choice49","Burlington","Burlington"
"QID115_Choice50","Cambridge","Cambridge"
"QID115_Choice51","Canton","Canton"
