State Name,Grade Level,Grade Band,Course ,State Identifier,Standard,Category,~CSTA,CSTA Identifier,CSTA Standard,Other Info,Notes
AR,N/A,9-12,465590,CSRB.Y3.9.2,Use collaborative tools and processes to configure level-appropriate robotic hardware components,Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard about robotic hardware components / 3B-AP-20 is related to collaborative tools but not related to hardware
AR,N/A,9-12,465590,CSRB.Y3.9.3,Continuation of this standard is not specifically included or excluded,Computers and Communications,,,,Content Cluster 9: Students will utilize appropriate hardware and software.,
AR,N/A,9-12,465590,CSRB.Y3.9.4,Utilize robotic hardware components to create level-appropriate robotic systems and subsystems,Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.9.5,"Apply autonomous and manual robotic control by coding in various robotic programming languages (e.g., C++, Karel, Python)",Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.9.6,"Analyze different industry-relevant robotic systems and their various applications (e.g., 3-axis, 6-axis, AMR, cobot, delta, SCARA, T-700)",Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.9.7,Utilize breadboarding and prototyping in the creation of a level-appropriate closed-loop robot,Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.9.8,"Utilize hardware diagnostic tools to design, test, and troubleshoot robotic systems and subsystems",Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.9.9,Analyze hardware and software requirements and limitations of various robotics systems,Computers and Communications,different,,,Content Cluster 9: Students will utilize appropriate hardware and software.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.10.1 ,Discuss etiquette and professionalism as related to communication in industry,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.10.2,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,
AR,N/A,9-12,465590,CSRB.Y3.10.3,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,
AR,N/A,9-12,465590,CSRB.Y3.10.4,"Discuss ethical implications encountered in the robotics industry that relate to intellectual property, non-compete clauses, and non-disclosure agreements",Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No specific corresponding CSTA standard / 3A-IC-28 is related to intellectual property but has a different focus
AR,N/A,9-12,465590,CSRB.Y3.10.5,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,
AR,N/A,9-12,465590,CSRB.Y3.10.6,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,
AR,N/A,9-12,465590,CSRB.Y3.10.7,Demonstrate industry-relevant technical and soft skills,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,No corresponding CSTA standard
AR,N/A,9-12,465590,CSRB.Y3.10.8,Utilize and model effective professional project management,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,"No corresponding CSTA standard
Edtech related"
AR,N/A,9-12,465590,CSRB.Y3.10.9,Evaluate the quality and impact of a professional digital portfolio,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,"No corresponding CSTA standard
Edtech related"
AR,N/A,9-12,465590,CSRB.Y3.10.10,Create and maintain a professional digital portfolio comprised of self-created work,Professionalism and Impacts of Computing,different,,,Content Cluster 10: Students will analyze the impacts of technology and professionalism within the computing community.,"No corresponding CSTA standard
Edtech related"
AR,N/A,9-12,465590,CSRB.Y3.11.1 ,"Communicate robotics concepts to diverse audiences including, but not limited to, non-technical audience members",Professionalism and Impacts of Computing,based,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,Standards are related / CSTA standard is not specifically related to robotics and not necessarily technical information but could be.
AR,N/A,9-12,465590,CSRB.Y3.11.2,Utilize level-appropriate robotic system data for storytelling,Professionalism and Impacts of Computing,based,3B-DA-06,Select data collection tools and techniques to generate data sets that support a claim or communicate information.,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,Standards are somewhat related / CSTA standard not specifically about robotic system data or storytelling
AR,N/A,9-12,465590,CSRB.Y3.11.3,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,
AR,N/A,9-12,465590,CSRB.Y3.11.4,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,
AR,N/A,9-12,465590,CSRB.Y3.11.5,Continuation of this standard is not specifically included or excluded,Professionalism and Impacts of Computing,,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,
AR,N/A,9-12,465590,CSRB.Y3.11.6,"Communicate conditions of a robotic system in terms of performance, diagnostics, troubleshooting, and repair",Professionalism and Impacts of Computing,different,,,Content Cluster 11: Students will demonstrate understanding of storytelling with data and appropriately communicate about technical information.,No corresponding CSTA standard
Wisconsin,,K-2,,AP1.a.1.e,"Construct and execute algorithms (sets of step-bystep instructions), which include sequencing and simple loops to accomplish a task, both independently and collaboratively, with or without a computing device.",Algorithms and Programming (AP),based,1A-AP-08,Model daily processes by creating and following algorithms (sets of step-by-step instructions) to complete tasks.,,
Wisconsin,,K-2,,AP1.a.2.e,"Decompose a larger computational problem into smaller sub-problems independently or with teacher guidance (e.g., to draw a snowman, we can draw several different, simpler shapes).",Algorithms and Programming (AP),based,1A-AP-11,Decompose (break down) the steps needed to solve a problem into a precise sequence of instructions.,,
Wisconsin,,K-2,,AP1.a.3.e,"Categorize a group of items based on the attributes of actions of each item, with or without a computing device.",Algorithms and Programming (AP),different,,,,
Wisconsin,,K-2,,AP2.a.1.e,"Construct programs to accomplish a task or as a means of creative expression, which include sequencing, events, and simple loops, using a blockbased visual programming language, both independently and collaboratively (e.g., pair programming).",Algorithms and Programming (AP),similar,1A-AP-10,"Develop programs with sequences and simple loops, to express ideas or address a problem.",,
Wisconsin,,K-2,,AP2.a.2.e,"Plan and create a design document to illustrate thoughts, ideas, and stories in a sequential (step-bystep) manner (e.g., story map, storyboard, sequential graphic organizer).",Algorithms and Programming (AP),similar,1A-AP-12,"Develop plans that describe a program’s sequence of events, goals, and expected outcomes.",,
Wisconsin,,K-2,,AP3.a.1.e,"Give credit to the source when using code, music, or pictures that were created by others.",Algorithms and Programming (AP),similar,1A-AP-13,Give attribution when using the ideas and creations of others while developing programs.,,
Wisconsin,,K-2,,AP3.b.1.e,"Follow simple instructions to complete a task, such as a simple visual tutorial.",Algorithms and Programming (AP),different,,,,
Wisconsin,,K-2,,AP4.a.1.e,"Use numbers or other symbols to represent data (e.g., thumbs up or down for yes or no, color by number, arrows for direction, encoding or decoding a word using numbers or pictographs).",Algorithms and Programming (AP),similar,1A-AP-09,Model the way programs store and manipulate data by using numbers or other symbols to represent information.,,
Wisconsin,,K-2,,AP5.a.1.e,Work together with a team to create a solution to a computational problem.,Algorithms and Programming (AP),based,1A-AP-15,"Using correct terminology, describe steps taken and choices made during the iterative process of program development.",,
Wisconsin,,K-2,,AP5.a.2.e,"Use teachers, parents, and other resources to solve a computational problem.",Algorithms and Programming (AP),different,,,,
Wisconsin,,K-2,,AP5.b.1.e,"Understand the value for teams to include members with different perspectives, experiences, and backgrounds, including race, gender, ethnicity, language, ability, family background, and family income.",Algorithms and Programming (AP),different,,,,
Wisconsin,,K-2,,AP6.a.1.e,"Analyze and debug (fix) an algorithm, which includes sequencing and simple loops, with or without a computing device.",Algorithms and Programming (AP),similar,1A-AP-14,Debug (identify and fix) errors in an algorithm or program that includes sequences and simple loops.  ,,
Wisconsin,,3-5,,AP1.a.4.i,"Construct and execute algorithms (sets of step-bystep instructions), which include sequencing, loops, and conditionals to accomplish a task, both independently and collaboratively, with or without a computing device.",Algorithms and Programming (AP),different,,,,
Wisconsin,,3-5,,AP1.a.5.i,Decompose a larger computational problem into smaller sub-problems independently or in a collaborative group.,Algorithms and Programming (AP),based,1B-AP-11,"Decompose (break down) problems into smaller, manageable subproblems to facilitate the program development process.",,
Wisconsin,,3-5,,AP2.a.3.i,"Construct programs to solve a problem or for creative expression, which include sequencing, events, loops, conditionals, parallelism, and variables, using a block-based visual programming language or text-based language, both independently and collaboratively (e.g., pair programming).",Algorithms and Programming (AP),similar,1B-AP-10,"Create programs that include sequences, events, loops, and conditionals.",,
Wisconsin,,3-5,,AP2.a.4.i,"Create a plan as part of the iterative design process, both independently and with diverse collaborative teams (e.g., storyboard, flowchart, pseudo-code, story map).",Algorithms and Programming (AP),similar,1B-AP-13,Use an iterative process to plan the development of a program by including others' perspectives and considering user preferences.,,
Wisconsin,,3-5,,AP2.a.5.i,Use mathematical operations to change a value stored in a variable.,Algorithms and Programming (AP),different,,,,
Wisconsin,,3-5,,AP3.a.2.i,"Use proper citations and document when ideas are borrowed and changed for their own use (e.g., using pictures created by others, using music created by others, remixing programming projects).",Algorithms and Programming (AP),similar,1B-AP-14,Observe intellectual property rights and give appropriate attribution when creating or remixing programs.,,
Wisconsin,,3-5,,AP3.b.2.i,Understand that algorithms have impacted society in both beneficial and harmful ways,Algorithms and Programming (AP),different,,,,
Wisconsin,,3-5,,AP3.b.3.i,Compare different problem-solving techniques.,Algorithms and Programming (AP),different,,,,
Wisconsin,,3-5,,AP3.b.4.i,"Modify a set of instructions (e.g., in dancing, cooking, or other areas) and discuss how many paths can lead to the same result.",Algorithms and Programming (AP),based,1B-AP-08,Compare and refine multiple algorithms for the same task and determine which is the most appropriate.,,
Wisconsin,,3-5,,AP4.a.2.i,"Use several existing functions or procedures to solve a problem (e.g., using several square, circle, and triangle drawing functions to create a larger picture).",Algorithms and Programming (AP),based,1B-AP-12,"Modify, remix, or incorporate portions of an existing program into one's own work, to develop something new or add more advanced features.",,
Wisconsin,,3-5,,AP5.a.3.i,Apply collaboration strategies to support problem solving within the design cycle of a program,Algorithms and Programming (AP),based,1B-AP-16,"Take on varying roles, with teacher guidance, when collaborating with peers during the design, implementation, and review stages of program development.",,
Wisconsin,,3-5,,AP5.a.4.i,Understand there are many resources that can be used or tapped to solve a problem.,Algorithms and Programming (AP),based,1B-AP-17,"Describe choices made during program development using code comments, presentations, and demonstrations.",,
Wisconsin,,3-5,,AP6.a.2.i,"Analyze and debug an algorithm, which includes sequencing, events, loops, conditionals, parallelism, and variables.",Algorithms and Programming (AP),based,1B-AP-15,Test and debug (identify and fix errors) a program or algorithm to ensure it runs as intended.,,
Wisconsin,,3-5,,AP6.b.1.i,Determine the correctness of a computational problem solution by listening to a classmate describe the solution.,Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP1.a.6.m,Decompose (break down) a computational problem into parts and create solutions for one or more parts.,Algorithms and Programming (AP),based,2-AP-13,"Decompose problems and subproblems into parts to facilitate the design, implementation, and review of programs.",,
Wisconsin,,6-8,,AP1.a.7.m,"Identify how sub-problems could be recombined to create something new (e.g., break down the individual parts that would be needed to program a certain type of game and then show how the parts could be reused in other types of games).",Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP2.a.6.m,"Develop programs, both independently and collaboratively, which include sequencing with nested loops and multiple branches [Clarification At this level, students may use block-based and/or textbased languages].",Algorithms and Programming (AP),similar,2-AP-12,"Design and iteratively develop programs that combine control structures, including nested loops and compound conditionals.",,
Wisconsin,,6-8,,AP2.a.7.m,Produce computational artifacts with broad accessibility and usability through careful consideration of diverse needs and wants of the community.,Algorithms and Programming (AP),based,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,,
Wisconsin,,6-8,,AP2.a.8.m,"Use an iterative design process (e.g., define the problem; generate ideas; build, test, and improve solutions) to solve computational problems, both independently and collaboratively.",Algorithms and Programming (AP),based,2-AP-10,Use flowcharts and/or pseudocode to address complex problems as algorithms.,,
Wisconsin,,6-8,,AP2.a.9.m,Create variables that represent different types of data and manipulate their values.,Algorithms and Programming (AP),similar,2-AP-11,Create clearly named variables that represent different data types and perform operations on their values.,,
Wisconsin,,6-8,,AP3.a.3.m,Provide proper attribution when code is borrowed or built upon.,Algorithms and Programming (AP),similar,2-AP-16,"Incorporate existing code, media, and libraries into original programs, and give attribution.",,
Wisconsin,,6-8,,AP3.b.5.m,Discuss how algorithms have impacted society— both the beneficial and harmful effects.,Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP3.b.6.m,"Compare different algorithms that may be used to solve the same problem in terms of their speed, clarity, and size (e.g., different algorithms solve the same problem, but one might be faster than the other). [Clarification Students are not expected to quantify these differences].",Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP3.b.7.m,Modify existing code to change its functionality and discuss the variety of ways in which to do this.,Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP3.c.1.m,"Interpret the flow of execution of algorithms and predict their outcomes. [Clarification Algorithms can be expressed using natural language, flow and control diagrams, comments within code, and pseudocode].",Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP3.c.2.m,Use documentation regarding code to modify programs.,Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP4.a.3.m,"Define and use functions/ procedures that hide the complexity of a task and can be reused to solve similar tasks. [Clarification Students use and modify, but do not necessarily create, functions or procedures with parameters].",Algorithms and Programming (AP),based,2-AP-14,Create procedures with parameters to organize code and make it easier to reuse. ,,
Wisconsin,,6-8,,AP5.a.5.m,Solicit and integrate peer feedback as appropriate to develop or refine a program.,Algorithms and Programming (AP),similar,2-AP-15,Seek and incorporate feedback from team members and users to refine a solution that meets user needs.,,
Wisconsin,,6-8,,AP5.b.2.m,Analyze team members’ strengths and use them to foster an inclusive computing culture.,Algorithms and Programming (AP),different,,,,
Wisconsin,,6-8,,AP6.a.3.m,Use testing and debugging methods to ensure program correctness and completeness.,Algorithms and Programming (AP),based,2-AP-17,Systematically test and refine programs using a range of test cases.,,
Wisconsin,,6-8,,AP6.b.2.m,Apply a rubric to determine if and how well a program meets objectives.,Algorithms and Programming (AP),based,2-AP-19,"Document programs in order to make them easier to follow, test, and debug.",,
Wisconsin,,9-10,,AP1.a.8.h,"Analyze a problem and design and implement an algorithmic solution using sequence, selection, and iteration.",Algorithms and Programming (AP),based,3A-AP-13,Create prototypes that use algorithms to solve computational problems by leveraging prior student knowledge and personal interests.,,
Wisconsin,,9-10,,AP1.a.9.h,"Explain and demonstrate how modeling and simulation can be used to explore natural phenomena (e.g., flocking behaviors, queueing, life cycles).",Algorithms and Programming (AP),different,,,,
Wisconsin,,9-10,,AP2.a.10.h,"Use user-centered research and design techniques (e.g., surveys, interviews) to create software solutions.",Algorithms and Programming (AP),based,3A-AP-19,Systematically design and develop programs for broad audiences by incorporating feedback from users.,,
Wisconsin,,9-10,,AP2.a.11.h,"Integrate grade-level appropriate mathematical techniques, concepts, and processes in the creation of computational artifacts.",Algorithms and Programming (AP),different,,,,
Wisconsin,,9-10,,AP2.a.12.h,"Design, develop, and implement a computing artifact that responds to an event (e.g., robot that responds to a sensor, mobile app that responds to a text message, sprite that responds to a broadcast).",Algorithms and Programming (AP),based,3A-AP-16,"Design and iteratively develop computational artifacts for practical intent, personal expression, or to address a societal issue by using events to initiate instructions.",,
Wisconsin,,9-10,,AP3.a.4.h,"Compare and contrast various software licensing schemes (e.g., open source, freeware, commercial).",Algorithms and Programming (AP),similar,3A-AP-20,Evaluate licenses that limit or restrict use of computational artifacts when using resources such as libraries.,,
Wisconsin,,9-10,,AP3.b.8.h,Evaluate and analyze how algorithms have impacted our society and discuss the benefits and harmful impacts of a variety of technological innovations.,Algorithms and Programming (AP),different,,,,
Wisconsin,,9-10,,AP3.c.4.h,Write appropriate documentation for programs.,Algorithms and Programming (AP),based,3A-AP-23,"Document design decisions using text, graphics, presentations, and/or demonstrations in the development of complex programs.",,
Wisconsin,,9-10,,AP3.c.6.h,Use online resources to answer technical questions.,Algorithms and Programming (AP),different,,,,
Wisconsin,,9-10,,AP4.a.4.h,"Demonstrate the value of abstraction for managing problem complexity (e.g., using a list instead of discrete variables).",Algorithms and Programming (AP),based,3A-AP-14,"Use lists to simplify solutions, generalizing computational problems instead of repeatedly using simple variables.",,
Wisconsin,,9-10,,AP4.a.5.h,"Understand the notion of hierarchy and abstraction in high-level languages, translation, instruction sets, and logic circuits.",Algorithms and Programming (AP),different,,,,
Wisconsin,,9-10,,AP4.a.6.h,"Deconstruct a complex problem into simpler parts using predefined constructs (e.g., functions and parameters and/or classes).",Algorithms and Programming (AP),similar,3A-AP-17,"Decompose problems into smaller components through systematic analysis, using constructs such as procedures, modules, and/or objects.",,
Wisconsin,,9-10,,AP5.a.6.h,Design and develop a software artifact working in a team.,Algorithms and Programming (AP),similar,3A-AP-22,Design and develop computational artifacts working in team roles using collaborative tools.,,
Wisconsin,,9-10,,AP5.a.7.h,"Demonstrate how diverse collaborating impacts the design and development of software products (e.g., discussing real-world examples of products that have been improved through having a diverse design team or reflecting on their own team's development experience).",Algorithms and Programming (AP),different,,,,
Wisconsin,,9-10,,AP5.b.3.h,Create design teams taking into account the strengths and perspectives of potential team members.,Algorithms and Programming (AP),different,,,,
Wisconsin,,9-10,,AP6.a.4.h,"Use a systematic approach and debugging tools to independently debug a program (e.g., setting breakpoints, inspecting variables with a debugger).",Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP1.a.10.h,(+) Provide examples of computationally solvable problems and difficult-tosolve problems.,Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP1.a.11.h,(+) Decompose a large-scale computational problem by identifying generalizable patterns and applying them in a solution.,Algorithms and Programming (AP),similar,3B-AP-15,Analyze a large-scale computational problem and identify generalizable patterns that can be applied to a solution.,,
Wisconsin,,11-12,,AP1.a.12.h,(+) Illustrate the flow of execution of a recursive algorithm.,Algorithms and Programming (AP),identical,3B-AP-13,Illustrate the flow of execution of a recursive algorithm.,,
Wisconsin,,11-12,,AP1.a.13.h,"(+) Describe how parallel processing can be used to solve large computational problems (e.g., SETI at Home, FoldIt).",Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP1.a.14.h,(+) Develop and use a series of test cases to verify that a program performs according to its design specifications.,Algorithms and Programming (AP),identical,3B-AP-21,Develop and use a series of test cases to verify that a program performs according to its design specifications.,,
Wisconsin,,11-12,,AP1.a.15.h,(+) Explain the value of heuristic algorithms (discovery methods) to approximate solutions for difficult-to-solve computational problems.,Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP2.a.13.h,"(+) Decompose a computational problem by creating new data types, functions, or classes.",Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP2.a.14.h,"(+) Develop programs for multiple computing platforms (e.g., computer desktop, web, mobile).",Algorithms and Programming (AP),identical,3B-AP-18,Explain security issues that might lead to compromised computer programs.,,
Wisconsin,,11-12,,AP2.a.15.h,(+) Implement an Artificial Intelligence (AI) algorithm to play a game against a human opponent or solve a problem.,Algorithms and Programming (AP),identical,3B-AP-09,Implement an artificial intelligence algorithm to play a game against a human opponent or solve a problem.,,
Wisconsin,,11-12,,AP2.a.16.h,"(+) Demonstrate code reuse by creating programming solutions using libraries and application program interfaces (APIs) (e.g., graphics libraries, maps, API).",Algorithms and Programming (AP),identical,3B-AP-16,Demonstrate code reuse by creating programming solutions using libraries and APIs.,,
Wisconsin,,11-12,,AP3.b.9.h,"(+) Compare a variety of programming languages and identify features that make them useful for solving different types of problems and developing different kinds of systems (e.g., declarative, logic, parallel, functional, compiled, interpreted, realtime).",Algorithms and Programming (AP),similar,3B-AP-24,Compare multiple programming languages and discuss how their features make them suitable for solving different types of problems.,,
Wisconsin,,11-12,,AP3.b.10.h,"(+) Modify an existing program to add additional functionality and discuss intended and unintended implications (e.g., breaking other functionality).",Algorithms and Programming (AP),identical,3B-AP-22,"Modify an existing program to add additional functionality and discuss intended and unintended implications (e.g., breaking other functionality).",,
Wisconsin,,11-12,,AP3.c.3.h,"(+) Describe how Artificial Intelligence (AI) drives many software and physical systems (e.g., autonomous robots, computer vision, pattern recognition, text analysis).",Algorithms and Programming (AP),identical,3B-AP-08,Describe how artificial intelligence drives many software and physical systems.,,
Wisconsin,,11-12,,AP3.c.5.h,(+) Use application programming interface (APIs) documentation resources.,Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP4.a.7.h,"(+) Compare and contrast fundamental data structures and their uses (e.g., lists, maps, arrays, stacks, queues, trees, graphs).",Algorithms and Programming (AP),identical,3B-AP-12,Compare and contrast fundamental data structures and their uses.,,
Wisconsin,,11-12,,AP4.a.8.h,"(+) Critically analyze and evaluate classic algorithms (e.g., sorting, searching) and use in different contexts, adapting as appropriate.",Algorithms and Programming (AP),similar,3B-AP-10,Use and adapt classic algorithms to solve computational problems.,also 3B-AP-11,
Wisconsin,,11-12,,AP4.a.9.h,"(+) Discuss issues that arise when breaking large-scale problems down into parts that must be processed simultaneously on separate systems (e.g., cloud computing, parallelization, concurrency).",Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP4.a.10.h,(+) Define the functionality of an abstraction without implementing the abstraction.,Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP4.a.11.h,"(+) Evaluate algorithms (e.g., sorting, searching) in terms of their efficiency, correctness, and clarity.",Algorithms and Programming (AP),similar,3B-AP-11,"Evaluate algorithms in terms of their efficiency, correctness, and clarity.",,
Wisconsin,,11-12,,AP4.a.12.h,(+) Identify programming language features that can be used to define or specify an abstraction,Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP4.a.13.h,(+) Identify abstractions used in a solution (program or software artifact) and reuse those abstractions to solve a different problem.,Algorithms and Programming (AP),different,,,,
Wisconsin,,11-12,,AP5.a.8.h,"(+) Demonstrate software life cycle processes (e.g., spiral, waterfall) by participating on software project teams (e.g., community service project with real-world clients).",Algorithms and Programming (AP),similar,3B-AP-17,Plan and develop programs for broad audiences using a software life cycle process.,,
Wisconsin,,11-12,,AP5.a.9.h,"(+) Use version control systems, integrated development environments (IDEs), and collaboration tools and practices (code documentation) in a group software project.",Algorithms and Programming (AP),identical,3B-AP-20,"Use version control systems, integrated development environments (IDEs), and collaborative tools and practices (code documentation) in a group software project.",,
Wisconsin,,11-12,,AP6.b.3.h,"(+) Evaluate key qualities of a program (e.g., correctness, usability, readability, efficiency, portability, scalability) through a process such as a code review.",Algorithms and Programming (AP),identical,3B-AP-23,Evaluate key qualities of a program through a process such as a code review.,,
Wisconsin,,K-2,,CS1.a.1.e,"Identify and use software that controls computational devices to accomplish a task (e.g., use an app to draw on the screen, use software to write a story or control robots).",Computing Systems,different,,,,
Wisconsin,,K-2,,CS1.a.2.e,"Use appropriate terminology in naming and describing the function of common computing devices and components (e.g., desktop computer, laptop computer, tablet device, monitor, keyboard, mouse, printer).",Computing Systems,identical,1A-CS-02,Use appropriate terminology in identifying and describing the function of common physical components of computing systems (hardware).,,
Wisconsin,,K-2,,CS1.b.1.e,"Identify the components of a computer system and what the basic functions are (e.g., hard drive, and memory) as well as external features and their uses (e.g., printers, scanners, external hard drives, and cloud storage).",Computing Systems,different,,,,
Wisconsin,,K-2,,CS2.a.1.e,"Identify, using accurate terminology, simple hardware and software problems that may occur during use (e.g., app or program not working as expected, no sound, device won't turn on).",Computing Systems,similar,1A-CS-03,Describe basic hardware and software problems using accurate terminology. ,,
Wisconsin,,K-2,,CS1.a.3.i,Select and operate appropriate software to perform a variety of tasks and recognize that users have different needs and preferences for the technology they use.,Computing Systems,different,,,,
Wisconsin,,K-2,,CS1.a.4.i,"Use appropriate terminology in naming internal and external components of computing devices and describing their relationships, capabilities, and limitations.",Computing Systems,similar,1B-CS-01,Describe how internal and external parts of computing devices function to form a system.,,
Wisconsin,,K-2,,CS1.b.2.i,"Model how a computer system works. [Clarification Only includes basic elements of a computer system, such as input, output, processor, sensors, and storage].",Computing Systems,similar,1B-CS-02,Model how computer hardware and software work together as a system to accomplish tasks.,,
Wisconsin,,K-2,,CS2.a.2.i,"Identify, using accurate terminology, simple hardware and software problems that may occur during use, and apply strategies for solving problems (e.g., reboot device, check for power, check network availability, close and reopen app).",Computing Systems,similar,1B-CS-03,Determine potential solutions to solve simple hardware and software problems using common troubleshooting strategies.,,
Wisconsin,,6-8,,CS1.a.5.m,"Justify the suitability of hardware and software chosen to accomplish a task (e.g., comparison of the features of a tablet vs. desktop, selecting which sensors and platform to use in building a robot or developing a mobile app).",Computing Systems,different,,,,
Wisconsin,,6-8,,CS2.a.3.m,"Use a systematic process to identify the source of a problem within individual and connected devices (e.g., follow a troubleshooting flow diagram, make changes to software to see if hardware will work, restart device, check connections, swap in working components).",Computing Systems,similar,2-CS-03,Systematically identify and fix problems with computing devices and their components.,,
Wisconsin,,6-8,,CS3.a.1.m,"Analyze the relationship between a device's computational components and its capabilities. (e.g., computing systems include not only computers, but also cars, microwaves, smartphones, traffic lights, and flash drives).",Computing Systems,different,,,,
Wisconsin,,6-8,,CS4.a.1.m,"Extend or modify existing programs to add simple features and behaviors using different forms of inputs and outputs (e.g., inputs such as sensors, mouse clicks, data sets; outputs such as text, graphics, sounds).",Computing Systems,based,2-CS-02,Design projects that combine hardware and software components to collect and exchange data.,,
Wisconsin,,9-10,,CS1.a.6.h,"Develop and apply criteria (e.g., power consumption, processing speed, storage space, battery life, cost, operating system) for evaluating a computer system for a given purpose (e.g., system specification needed to run a game, web browsing, graphic design, or video editing). CS1.a.2.e Use appropriate terminology in naming and describing the function of common computing devices and components (e.g., desktop computer, laptop computer, tablet device, monitor, keyboard, mouse, printer). CS1.a.4.i Use appropriate terminology in naming internal and external components of computing devices and describing their relationships, capabilities, and limitations.",Computing Systems,different,,,,
Wisconsin,,9-10,,CS2.a.4.h,"Devise a systematic process to identify the source of a problem within individual and connected devices (e.g., research, investigate, problem solve).",Computing Systems,based,3A-CS-03,Develop guidelines that convey systematic troubleshooting strategies that others can use to identify and fix errors.,,
Wisconsin,,9-10,,CS3.a.2.h,"Demonstrate the role and interaction of a computer embedded within a physical system, such as a consumer electronic, biological system, or vehicle, by creating a diagram, model, simulation, or prototype.",Computing Systems,based,3A-CS-01,Explain how abstractions hide the underlying implementation details of computing systems embedded in everyday objects.        ,,
Wisconsin,,9-10,,CS4.a.2.h,"Create, extend, or modify existing programs to add new features and behaviors using different forms of inputs and outputs (e.g., inputs such as sensors, mouse clicks, data sets; outputs such as text, graphics, sounds).",Computing Systems,different,,,,
Wisconsin,,11-12,,CS1.a.7.h,"(+) Identify the functionality of various categories of hardware components and communication between them (e.g., physical layers, logic gates, chips, input and output devices).",Computing Systems,similar,3B-CS-02,"Illustrate ways computing systems implement logic, input, and output through hardware components.",,
Wisconsin,,11-12,,CS1.b.3.h,"(+) Explain the role of operating systems (e.g., how programs are stored in memory, how data is organized and retrieved, how processes are managed and multi-tasked).",Computing Systems,similar,3B-CS-01,Categorize the roles of operating system software.,,
